slokas_no,slokas,slokas_translated
1.0,श्रीभगवानुवाचमय्यासक्तमना: पार्थ योगं युञ्जन्मदाश्रय: ।असंशयं समग्रं मां यथा ज्ञास्यसि तच्छृणु ॥ १ ॥,"The Blessed Lord said: With your mind attached to Me, O Partha, practicing yoga and taking refuge in Me, you will undoubtedly know Me completely. Listen to how this can be achieved."
2.0,ज्ञानं तेऽहं सविज्ञानमिदं वक्ष्याम्यशेषत: ।यज्ज्ञात्वा नेह भूयोऽन्यज्ज्ञातव्यमवशिष्यते ॥ २ ॥,"I shall declare to you in full this knowledge along with wisdom, having known which, nothing more remains to be known in this world."
3.0,मनुष्याणां सहस्रेषु कश्चिद्यतति सिद्धये ।यततामपि सिद्धानां कश्चिन्मां वेत्ति तत्त्वत: ॥ ३ ॥,"Out of thousands of people, one strives for perfection; and among those who have achieved perfection, hardly one knows Me in truth."
4.0,भूमिरापोऽनलो वायु: खं मनो बुद्धिरेव च ।अहङ्कार इतीयं मे भिन्ना प्रकृतिरष्टधा ॥ ४ ॥,"Earth, water, fire, air, space, mind, intellect, and ego—thus is My eightfold divided nature."
5.0,अपरेयमितस्त्वन्यां प्रकृतिं विद्धि मे पराम् ।जीवभूतां महाबाहो ययेदं धार्यते जगत् ॥ ५ ॥,"This is inferior, but know my other nature, which is superior, O mighty-armed one, the living entities by which this world is sustained."
6.0,एतद्योनीनि भूतानि सर्वाणीत्युपधारय ।अहं कृत्स्नस्य जगत: प्रभव: प्रलयस्तथा ॥ ६ ॥,Understand that all beings have their origin in this. I am the source and dissolution of the entire universe.
7.0,मत्त: परतरं नान्यत्किञ्चिदस्ति धनञ्जय ।मयि सर्वमिदं प्रोतं सूत्रे मणिगणा इव ॥ ७ ॥,"There is nothing whatsoever higher than Me, O Dhananjaya. All this is strung on Me like pearls on a thread."
8.0,रसोऽहमप्सु कौन्तेय प्रभास्मि शशिसूर्ययो: ।प्रणव: सर्ववेदेषु शब्द: खे पौरुषं नृषु ॥ ८ ॥,"I am the taste in water, O Kaunteya, the light in the moon and the sun; I am the syllable Om in all the Vedas, sound in ether, and manhood in men."
9.0,पुण्यो गन्ध: पृथिव्यां च तेजश्चास्मि विभावसौ ।जीवनं सर्वभूतेषु तपश्चास्मि तपस्विषु ॥ ९ ॥,"The fragrance in the earth is my virtue, and I am the brilliance in the fire. I am the life in all beings, and I am the austerity in those who practice austerity."
10.0,बीजं मां सर्वभूतानां विद्धि पार्थ सनातनम् ।बुद्धिर्बुद्धिमतामस्मि तेजस्तेजस्विनामहम् ॥ १० ॥,"Know me, O Partha, as the eternal seed of all beings. I am the intelligence of the intelligent, and the brilliance of the brilliant."
11.0,बलं बलवतां चाहं कामरागविवर्जितम् ।धर्माविरुद्धो भूतेषु कामोऽस्मि भरतर्षभ ॥ ११ ॥,"I am strength devoid of desire and attachment in the strong; and, O best of the Bharatas, I am desire not conflicting with duty in beings."
12.0,ये चैव सात्त्विका भावा राजसास्तामसाश्च ये ।मत्त एवेति तान्विद्धि न त्वहं तेषु ते मयि ॥ १२ ॥,"Know that all states of being—whether they are of the nature of goodness, passion, or ignorance—are manifested by Me alone. But I am not in them; they are in Me."
13.0,त्रिभिर्गुणमयैर्भावैरेभि: सर्वमिदं जगत् ।मोहितं नाभिजानाति मामेभ्य: परमव्ययम् ॥ १३ ॥,"The entire world is deluded by these three modes of nature; it does not know Me, who am beyond them and imperishable."
14.0,दैवी ह्येषा गुणमयी मम माया दुरत्यया ।मामेव ये प्रपद्यन्ते मायामेतां तरन्ति ते ॥ १४ ॥,"This divine illusion of Mine, consisting of the modes, is difficult to overcome. But those who take refuge in Me alone can cross beyond this illusion."
15.0,न मां दुष्कृतिनो मूढा: प्रपद्यन्ते नराधमा: ।माययापहृतज्ञाना आसुरं भावमाश्रिता: ॥ १५ ॥,"The miscreants, the foolish, and the lowest among mankind, whose knowledge is stolen by illusion and who partake of the demoniac nature, do not surrender unto Me."
16.0,चतुर्विधा भजन्ते मां जना: सुकृतिनोऽर्जुन ।आर्तो जिज्ञासुरर्थार्थी ज्ञानी च भरतर्षभ ॥ १६ ॥,"Four kinds of virtuous people worship Me, O Arjuna: the distressed, the inquisitive, the seeker of wealth, and the wise, O best of the Bharatas."
17.0,तेषां ज्ञानी नित्ययुक्त एकभक्तिर्विशिष्यते ।प्रियो हि ज्ञानिनोऽत्यर्थमहं स च मम प्रिय: ॥ १७ ॥,"Among them, the wise one who is constantly engaged and devoted to the One is considered the best. For I am exceedingly dear to the wise, and he is dear to Me."
18.0,उदारा: सर्व एवैते ज्ञानी त्वात्मैव मे मतम् ।आस्थित: स हि युक्तात्मा मामेवानुत्तमां गतिम् ॥ १८ ॥,"All these are indeed noble, but the one who is wise is considered as my very self. Being steadfast in mind, he is wholly devoted to me, the supreme goal."
19.0,बहूनां जन्मनामन्ते ज्ञानवान्मां प्रपद्यते ।वासुदेव: सर्वमिति स महात्मा सुदुर्लभ: ॥ १९ ॥,"At the end of many births, the wise one surrenders to Me, realizing that Vāsudeva is everything. Such a great soul is very rare."
20.0,कामैस्तैस्तैर्हृतज्ञाना: प्रपद्यन्तेऽन्यदेवता: ।तं तं नियममास्थाय प्रकृत्या नियता: स्वया ॥ २० ॥,"Those whose knowledge is stolen by desires surrender to other gods, following various rules and rituals, constrained by their own nature."
21.0,यो यो यां यां तनुं भक्त: श्रद्धयार्चितुमिच्छति ।तस्य तस्याचलां श्रद्धां तामेव विदधाम्यहम् ॥ २१ ॥,"Whichever devotee desires to worship with faith whichever form, I make that very faith of his steady."
22.0,स तया श्रद्धया युक्तस्तस्याराधनमीहते ।लभते च तत: कामान्मयैव विहितान्हि तान् ॥ २२ ॥,"Endowed with that faith, he engages in the worship of that deity and obtains his desires, which are indeed granted by Me. (22)"
23.0,अन्तवत्तु फलं तेषां तद्भ‍वत्यल्पमेधसाम् ।देवान्देवयजो यान्ति मद्भ‍क्ता यान्ति मामपि ॥ २३ ॥,"The fruits of those with limited understanding are temporary. Those who worship the gods go to the gods, and my devotees come to me. (23)"
24.0,अव्यक्तं व्यक्तिमापन्नं मन्यन्ते मामबुद्धय: ।परं भावमजानन्तो ममाव्ययमनुत्तमम् ॥ २४ ॥,"The unintelligent consider Me, the unmanifest, to have come into manifestation, not knowing My higher, immutable, and unsurpassed nature."
25.0,नाहं प्रकाश: सर्वस्य योगमायासमावृत: ।मूढोऽयं नाभिजानाति लोको मामजमव्ययम् ॥ २५ ॥,"I am not manifest to everyone, being covered by the yoga-maya. This deluded world does not know Me, the unborn and imperishable."
26.0,वेदाहं समतीतानि वर्तमानानि चार्जुन ।भविष्याणि च भूतानि मां तु वेद न कश्चन ॥ २६ ॥,"I know all beings that have passed, are present, and are yet to come, O Arjuna; but no one knows Me."
27.0,इच्छाद्वेषसमुत्थेन द्वन्द्वमोहेन भारत ।सर्वभूतानि सम्मोहं सर्गे यान्ति परन्तप ॥ २७ ॥,"Arjuna, all beings are deluded at birth by the delusion of the pairs of opposites arising from desire and aversion."
28.0,येषां त्वन्तगतं पापं जनानां पुण्यकर्मणाम् ।ते द्वन्द्वमोहनिर्मुक्ता भजन्ते मां दृढव्रता: ॥ २८ ॥,"Those whose sins have come to an end, who are men of virtuous deeds, freed from the delusion of dualities, they worship Me with firm resolve."
29.0,जरामरणमोक्षाय मामाश्रित्य यतन्ति ये ।ते ब्रह्म तद्विदु: कृत्स्नमध्यात्मं कर्म चाखिलम् ॥ २९ ॥,"For liberation from old age and death, those who strive by taking refuge in Me, they know the complete Brahman, the entire Adhyatma, and all action."
30.0,साधिभूताधिदैवं मां साधियज्ञं च ये विदु: ।प्रयाणकालेऽपि च मां ते विदुर्युक्तचेतस: ॥ ३० ॥,"Those who know me as the Supreme Being in relation to the physical world, the divine, and the sacrifice, they, with minds steadfast, know me even at the time of death."
