Tweet,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official report,Joking
"The Supreme Personality of Godhead said: Again I shall declare to you this supreme wisdom, the best of all knowledge, knowing which all the sages have attained the supreme perfection.",0,0,1,0,0,0,0,0,0,0
"Taking refuge in this knowledge, they attain my nature. They are not born at the time of creation, nor are they disturbed at the time of dissolution.",0,0,0,1,0,1,0,0,0,0
"My womb is the great Brahman, in that I place the embryo. From that, O Bharata, is the birth of all beings.",1,0,0,0,0,0,0,0,0,0
"O son of Kunti, whatever forms are manifest in all the various species of life, know them to be created from the great womb of Brahman, and I am the seed-giving father.",1,0,1,0,0,0,0,0,0,0
"The qualities of goodness, passion, and ignorance arise from nature. They bind the imperishable soul to the perishable body.",1,0,0,0,0,0,0,0,0,0
"There, the purity of being is luminous, free from impurities. It binds through attachment to pleasure and attachment to knowledge, O sinless one.",1,0,1,0,0,0,0,0,0,0
"Know that desire is the root of attachment and arises from thirst for pleasure. It binds the embodied soul, O Arjuna, by attachment to action.",1,0,0,0,0,0,0,0,0,0
"Know that ignorance is the cause of all delusion in every living being. This delusion is born of darkness, laziness, and sleep.",0,0,0,1,0,1,1,0,0,0
"Sattva binds to happiness, O Bharata, while rajas binds to action; knowledge, however, binds to ignorance.",0,0,0,1,0,1,1,0,0,0
"O Arjuna, when Sattva increases and overcomes Rajas and Tamas, then it prevails. Similarly, when Rajas dominates over Sattva and Tamas, it prevails.",0,0,0,0,0,0,1,0,0,0
"In this body, the light of knowledge arises, illuminating all the gates; then one should know that sattva is increased.",1,0,1,0,0,0,0,0,0,0
"Greed is the root of all actions; it is born of Rajas when it is in full growth, O Bharata.",0,0,0,1,0,0,1,0,0,0
"Ignorance, inactivity, and negligence - these arise when darkness increases, O Kurunandana.",0,0,0,1,0,0,1,0,0,0
"When the embodied being passes beyond the three modes of nature in this body, he attains to the pure, transcendental existence of the Supreme.",1,0,0,0,0,0,0,0,0,0
"Having reached dissolution in passion, one is born among those attached to actions. Similarly, having reached dissolution in ignorance, one is born among the deluded.",0,0,0,1,0,1,1,0,0,0
"The fruit of virtuous action is pure and pleasant, the fruit of passionate action is pain, and the fruit of ignorant action is darkness.",0,0,0,1,0,1,0,0,0,0
"From goodness arises knowledge, from passion arises greed, from negligence and delusion arise ignorance and darkness.",0,0,0,1,0,1,0,0,0,0
Those situated in goodness go upwards; those situated in passion stay in the middle; those situated in ignorance go downwards.,0,0,0,1,0,0,1,0,0,0
"When one sees no agent other than the qualities, and knows that which is beyond the qualities, one attains my nature.",1,0,0,0,0,0,0,0,0,0
"Transcending these three qualities, one who is free from birth, death, old age, and suffering attains immortality.",1,0,0,0,0,0,0,0,0,0
"Arjuna said: O Lord, by what signs is one known who has transcended these three qualities? What is his conduct and how does he transcend these three qualities?",0,0,0,0,0,0,1,0,0,0
"The Supreme Lord said: Light, activity, and delusion arise from Me alone, O Arjuna. The one does not hate them, nor does one desire them.",0,0,0,0,0,0,1,0,0,0
"One who remains neutral amidst the qualities and is unaffected by them, knowing that the qualities interact with each other, does not get entangled.",1,0,0,0,0,0,0,0,0,1
"One who is alike in pleasure and pain, well established in the self, unshaken by any external situation, treats alike the loved and the unloved, remains steadfast in censure and praise.",1,0,1,0,0,1,0,0,0,0
"One who is equal in honor and dishonor, the same to friend and foe, and who has abandoned all undertakings – he is said to have transcended the modes of nature.",0,0,0,1,0,0,1,0,0,0
He who serves Me with unswerving devotion transcends these qualities and becomes fit for union with Brahman.,1,0,1,0,0,0,0,0,0,0
"For I am the foundation of Brahman, the immortal and imperishable, the eternal dharma and the ultimate bliss.",1,0,1,0,0,0,0,0,0,0
