Tweet,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official report,Joking
"O mighty-armed one, I wish to understand the true nature of renunciation, and also of relinquishment, O Hrishikesha, O Kesava.",0,0,1,0,0,0,0,0,0,0
The wise understand renunciation as giving up actions motivated by desire. They declare the relinquishment of the fruits of all actions to be true renunciation.,1,0,0,0,0,0,0,0,0,0
"Some say that actions should be given up as faulty, while others say that sacrificial acts, charity, and austerity should not be abandoned.",1,0,0,0,0,0,1,0,0,0
"Listen to my determination regarding renunciation, O best of the Bharatas. Renunciation is declared to be of three kinds.",1,0,0,0,0,0,0,0,0,0
"The acts of sacrifice, charity, and austerity should not be abandoned; rather, they should be performed. Indeed, sacrifice, charity, and austerity purify even the great souls.",1,0,1,0,0,0,0,0,0,0
"Even these actions should be performed, giving up attachment and considering them as obligatory, O Arjuna. That is My highest and best opinion.",1,0,1,0,0,0,0,0,0,0
But renunciation of obligatory duties does not become proper for one who has not renounced attachment; the abandonment of such duty is declared to be due to delusion and is said to be in the nature of darkness.,0,0,0,1,0,1,0,0,0,0
One should give up work motivated by distress and attachment. Such renunciation should not be done with the intention of gaining the fruits of renunciation.,1,0,1,1,0,1,1,0,0,0
"The work being done as duty, O Arjuna, with no attachment to the results, is considered renunciation in the mode of goodness.",0,0,1,1,0,0,1,0,0,0
"Hateful actions do not affect the skilled, nor do they cling to the skilled. The wise person, filled with equanimity, is free from doubt.",1,0,1,0,0,0,1,0,0,0
One cannot renounce all actions by merely abstaining from work. He who renounces the fruits of actions is truly called a renunciant.,0,0,0,1,0,0,1,0,0,0
"Unwanted, wanted, and mixed - these are the three types of results of actions. They accrue to those who do not renounce, but never to those who are renunciants.",0,0,0,1,0,1,1,0,0,0
"O mighty-armed one, learn from Me about the five causes for the accomplishment of all actions, as declared in the Sankhya philosophy.",1,0,0,0,0,0,0,0,0,0
"The foundation, the doer, the various kinds of actions, the different instruments, and the divine forces are the five factors.",1,0,0,0,0,0,0,0,0,0
"When a person begins an action with body, speech, and mind, these are the five factors determining the rightness or wrongness of the action.",1,0,0,0,0,0,0,0,0,0
"When a person sees only the doer of action as the self, whose intellect is not deluded, he is not considered wise.",0,0,0,1,0,1,1,0,0,0
"One who has no sense of doer-ship, and whose intellect is not tainted, though he slays these people, he neither slays nor is bound by the action.",0,0,0,1,0,0,1,0,0,0
"Knowledge, the knowable, and the knower are the three factors that motivate action; the instruments, the action, and the doer are the three components of action.",1,0,0,0,0,0,0,0,0,0
"Knowledge, action, and the doer are said to be of three kinds according to the distinction of the qualities. Hear them also distinctly described according to their distinction.",1,0,0,0,0,0,1,0,0,0
"In all beings, he who sees the imperishable One in the perishable many, know that knowledge to be of the nature of Sattva.",1,0,1,0,0,0,0,0,0,0
"Knowledge that sees the one in all beings, undivided and imperishable in different bodies, know that knowledge to be of the quality of passion.",1,0,0,0,0,0,0,0,0,0
"But that which attaches itself to one single object as if it were all, without reason, lacking in truth and of little substance, that is declared to be of the quality of darkness.",0,0,0,1,0,1,1,0,0,0
"Action performed without attachment, without love or hatred, by one who has renounced fruit of the action, is called sattvic.",0,0,0,1,0,0,1,0,0,0
"But that action which is performed with great effort by one seeking to gratify desires, or for the sake of pride, is declared to be of the nature of passion.",0,0,0,0,0,0,1,0,0,0
