Tweet,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official report,Joking
"Arjuna said: O Kesava, I wish to understand about Prakriti (nature), Purusha (the enjoyer), and the field and the knower of the field, and the knowledge and the object of knowledge.",0,0,0,0,0,0,1,0,0,0
"The Supreme Lord said: This body, O son of Kunti, is called the field, and one who knows this body is called the knower of the field.",0,0,0,0,0,0,1,0,0,0
"Know Me to be the Knower of the field in all fields, O Arjuna. Knowledge of the field and its Knower is deemed by Me to be true knowledge.",1,0,0,0,0,0,0,0,0,0
"Listen to me in brief, O son of Kunti, and know that I am the knower in all fields of activities.",1,0,1,0,0,0,0,0,0,0
"The reasons for the various hymns sung by the sages in many ways, the different meters, and the Brahmasutras are all determined by logical reasoning.",0,0,0,0,0,0,0,0,0,0
"The great elements, ego, intellect, the unmanifested, the ten senses, and the five sense objects.",0,0,0,0,0,0,0,0,0,0
"Desire, aversion, pleasure, pain, the body, consciousness, and determination - this is called the field with its modifications.",0,0,0,1,0,1,0,0,0,0
"Humility, non-pretentiousness, non-violence, patience, straightforwardness, service to the teacher, cleanliness, stability, self-control.",1,0,0,0,0,0,0,0,0,0
"Detachment from sense objects and absence of pride; reflecting on the defects of birth, death, old age, sickness, and pain.",1,0,0,0,0,1,0,0,0,0
"Non-attachment to son, wife, home, etc., and constantly even-mindedness amidst desired and undesired events.",1,0,0,0,0,1,0,0,0,0
"In me alone is devotion that is unwavering, practiced in solitude, and disinterested in the company of people.",0,0,0,1,0,1,1,0,0,0
The eternal nature of spiritual knowledge is to see the purpose of knowledge of the Truth. That which is contrary to this is said to be ignorance.,0,0,0,1,0,0,1,0,0,0
"I will now explain the text in English. The translation of the Sanskrit text you provided is:

""What is to be known, I will tell you, knowing which, one attains immortality. The supreme Brahman is without a beginning, and is said to be neither being nor non-being."" (Bhagavad Gita 13.13)",0,0,0,1,0,0,0,0,0,0
"Everywhere are His hands and legs, His eyes, heads, and faces, and He hears everything in the universe.",1,0,0,0,0,0,0,0,0,1
"Manifesting through the qualities of all the senses, yet devoid of all the senses; unattached, sustaining all, without qualities, and the experiencer of qualities.",0,0,0,1,0,1,1,0,0,0
"The Supreme Soul exists both inside and outside all living beings, moving and unmoving. It is subtle and inconceivable, far away yet near.",0,0,0,1,0,1,0,0,0,0
"Indivisible and yet existing in all beings, it appears divided. It is to be known as the sustainer of beings and also the devourer and creator.",0,0,0,1,0,1,1,0,0,0
"Even the light of lights, beyond darkness, is said to be the supreme knowledge, the knowable, the goal of knowledge, seated in the hearts of all.",1,0,1,0,0,0,0,0,0,0
"Thus the field, knowledge, and the object to be known have been described succinctly. Knowing this, My devotee attains My nature.",1,0,0,1,0,0,0,0,0,0
Know that both nature and the individual soul are without beginning. Understand that all transformations and qualities arise from nature.,1,0,1,0,0,1,0,0,0,0
"In the causality of work and cause, the cause is said to be nature. In the enjoyment of pleasure and pain, the enjoyer is said to be the individual.",0,0,0,1,0,0,0,0,0,0
"The individual, situated in material nature, experiences the modes born of material nature. Attachment to the modes is the cause of his birth in good and evil wombs.",0,0,0,1,0,1,0,0,0,0
"The seer, the supporter, the enjoyer, the great lord, and the supreme self, also called the purusha, resides within this body.",1,0,1,0,0,0,0,0,0,0
"He who understands the nature of the individual and the gunas together, even though engaged in all kinds of activities, does not become entangled.",1,0,0,0,0,0,1,0,0,0
Some perceive the self within themselves by meditation; others by the Sankhya yoga; and others by Karma yoga.,0,0,0,0,0,0,0,0,0,0
"Others, not knowing this, worship other gods after hearing of them. They also cross beyond death, being devoted to the rituals described in the scriptures.",0,0,0,0,0,0,0,0,0,0
"As long as there is a living being in this world, O Arjuna, know that it is a combination of the field and the knower of the field.",1,0,0,0,0,0,0,0,0,0
He sees truly who sees the Supreme Lord existing equally in all beings that are perishable in the imperishable.,0,0,1,0,0,0,1,0,0,0
"Beholding the Lord equally present everywhere, one does not harm the self by the self. Thereby, one attains the highest goal.",1,0,1,0,0,0,0,0,0,0
"Actions are performed by the body, mind, intellect, and senses of the individual, but he whose self is detached from all these actions, sees the reality.",0,0,0,1,0,1,1,0,0,0
"When one sees the variety of beings as abiding in the One, and spreading from That alone, then one attains Brahman.",0,0,0,0,0,0,0,0,0,0
"Due to being unbeginning and attributeless, the Supreme Self is imperishable. Even though situated in the body, O Arjuna, it neither acts nor is tainted.",0,0,0,1,0,1,1,0,0,0
"Just as the all-pervading space is not tainted by any impurity, similarly the self, situated everywhere in the body, is not tainted.",1,0,0,0,0,0,0,0,0,0
"As the sun illuminates the entire world, so does the soul illuminate the entire body, O Arjuna.",0,0,1,0,0,0,1,0,0,0
"Those who know the difference between the field and the knower of the field, along with knowledge, they attain liberation from material nature; such individuals reach the supreme.",1,0,0,0,0,0,0,0,0,0
