Tweet,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official report,Joking
"The Blessed Lord said: O Partha, when one engages in My devotional service with a mind attached to Me, one knows Me in full, free from doubt.",1,0,1,0,0,0,0,0,0,0
"I shall now explain to you fully this knowledge, knowing which nothing else shall remain to be known here in this world.",0,0,0,1,0,0,0,0,0,0
"""Out of thousands of people, one endeavors for perfection; and of those who have achieved perfection, hardly one knows Me in truth.""",0,0,0,1,0,1,0,0,0,0
"Earth, water, fire, air, space, mind, intellect, and ego—thus is this divided eightfold nature of Mine.",0,0,0,1,0,0,0,0,0,1
"Know that this is my higher nature, O mighty-armed Arjuna. The whole universe is sustained by this nature of mine, like a thread through pearls.",1,0,0,0,0,0,0,0,0,0
All beings are from this womb; I am the origin and dissolution of the entire universe.,1,0,0,1,0,0,0,0,0,0
"O Dhananjaya, there is nothing else higher than Me. All this is strung on Me as pearls on a thread.",0,0,0,1,0,1,1,0,0,1
"I am the taste in water, O son of Kunti, and I am the light of the sun and the moon. I am the sacred syllable Om in the Vedic mantras, and I am the sound in ether, and ability in man.",1,0,0,0,0,0,0,0,0,1
"I am the fragrance in the earth, and the light in all beings. I am austerity in ascetics, and the life in all living beings.",1,0,1,0,0,0,0,0,0,0
"Know Me to be the eternal seed of all beings, O Arjuna. I am the intelligence of the intelligent, and the splendor of the splendid.",1,0,1,0,0,0,0,0,0,0
"I am the strength of the strong, devoid of desire and attachment. I am desire which is not contrary to righteousness, O Lord of the Bharatas.",1,0,1,0,0,0,0,0,0,0
"Those who possess the qualities of goodness, passion, and ignorance, know them to be from Me, but I am not in them, they are in Me.",0,0,0,1,0,1,0,0,0,0
By these three modes of material nature all this world is deluded. The ignorant do not understand that I am beyond all these modes and am inexhaustible.,0,0,0,1,0,1,0,0,0,0
"This divine energy of Mine, consisting of the three modes of material nature, is difficult to overcome. But those who have surrendered unto Me can easily cross beyond it.",1,0,0,0,0,0,0,0,0,0
"Men of sinful deeds, the ignorant, the lowest of mankind, do not surrender unto Me, for their knowledge is stolen by illusion and they are of demoniac nature.",0,0,0,1,0,1,1,0,0,0
"Four kinds of virtuous men worship Me, O Arjuna: the distressed, the seeker of knowledge, the seeker of wealth, and the wise, O best of the Bharatas.",1,0,1,0,0,0,0,0,0,0
"Among them, the wise one who is constantly united in devotion stands out. For I am exceedingly dear to the wise one, and he is dear to me.",1,0,0,0,0,0,0,0,0,0
"The magnanimous are all these, the wise one, in my opinion, is the self alone. For, the one who is established in union, has me alone as the supreme goal.",1,0,0,1,0,1,0,0,0,0
"After many births, the wise person seeks refuge in Me, knowing Vasudeva is everything; such a great soul is very rare.",1,0,1,0,0,0,0,0,0,0
"Those whose minds are distorted by desire surrender to other gods. Following their own nature, they worship the rules of those gods.",1,0,1,0,0,0,0,0,0,0
I establish the faith of the devotee in whatever form he worships with faith.,1,0,1,0,0,0,0,0,0,0
"Endowed with that faith, he seeks the worship of that; from which, having obtained his desires, he thinks that these are indeed ordained by me.",0,0,0,0,0,0,0,0,0,0
"The fruits of those with little understanding are temporary, while the worshippers of the gods reach the gods, and my devotees reach me also.",0,0,0,1,0,1,0,0,0,0
"Unmanifested, they consider Me as manifested; ignorant of My higher, immutable, and unsurpassed form.",0,0,0,1,0,1,1,0,0,0
"I am not manifest to everyone, veiled by my divine power. This deluded world does not recognize me, the unborn and imperishable.",0,0,0,1,0,1,1,0,0,0
"I know all beings that have existed in the past, that exist in the present, and that will exist in the future, but no one knows Me.",0,0,0,1,0,0,0,0,0,1
"Arjuna, all beings are deluded by the dualities arising from desire and aversion at the time of creation.",0,0,0,1,0,0,1,0,0,0
"Those whose sins have been destroyed, who are freed from the dualities of delusion, and who are engaged in virtuous activities, worship Me with determination.",1,0,1,0,0,0,0,0,0,0
"Those who strive for liberation from old age and death by taking refuge in me, they understand Brahman, the entirety of the soul, and all actions.",1,0,1,0,0,0,0,0,0,0
"Those who know Me as the imperishable Supreme Being, as the sacrificial godhead, and as the Lord of all sacrifices, they, with steadfast minds, know Me even at the time of death.",0,0,1,0,0,0,0,0,0,0
