Tweet,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official report,Joking
"Sanjaya said: Seeing Arjuna full of compassion and very sorrowful, Madhusudana spoke the following words.",0,0,0,0,0,0,0,0,1,0
"The Supreme Personality of Godhead said: My dear Arjuna, how have these impurities come upon you? They are not at all befitting a man who knows the value of life. They lead not to higher planets but to infamy.",0,0,0,1,0,1,0,0,0,0
"Do not yield to unmanliness, O Partha. It does not befit you. Shake off this petty faintheartedness and arise, O scorcher of foes.",1,0,1,0,0,1,0,0,0,0
"Arjuna said: O Madhusudana, O killer of enemies, how can I counterattack with arrows in battle men like Bhisma and Drona, who are worthy of my worship?",0,0,0,0,0,0,1,0,0,0
"Not killing the great souls, one should desire to enjoy the kingdom, even if it is obtained by begging. After killing one's teachers, elders, friends, brothers, and sons, one enjoys their wealth as if it were blood money.",0,0,0,1,0,0,1,0,0,1
"We do not know which is better, that we should conquer them or they should conquer us. Those by killing whom we do not wish to live, are standing before us in battle array.",0,0,0,1,0,0,1,0,0,0
"Due to my nature overpowered by the fault of cowardice, with a mind confused about duty, I ask You to tell me decisively what is best for me. Now I am Your disciple, and a soul surrendered unto You. Please instruct me.",1,0,0,1,0,0,0,0,0,0
"I do not see how any wealth can remove the grief that dries up my senses. Even if I were to attain unrivaled and prosperous sovereignty over the entire earth, or lordship over the gods.",0,0,0,0,0,1,0,0,0,0
"Sanjaya said: Having spoken thus to Hrishikesha, Gudakesha, the mighty one, said, ""I will not fight,"" and fell silent.",0,0,0,1,0,0,1,0,1,0
"Hrishikesha said, smiling, O Bharata, unto him thus grieving betwixt the two armies.",0,0,1,0,0,1,0,0,0,0
"The Blessed Lord said: While you speak words of wisdom, you are mourning for that which is not worthy of grief. The wise grieve neither for the living nor for the dead.",0,0,1,0,0,1,0,0,0,0
"Neither you nor I have ever been, nor are these rulers of men. Neither shall we ever cease to exist, all of us hereafter.",0,0,0,1,0,1,1,0,0,0
"As the embodied soul continuously passes, in this body, from boyhood to youth to old age, the soul similarly passes into another body at death. A sober person is not bewildered by such a change.",0,0,0,1,0,1,0,0,0,0
"O son of Kunti, the contact between the senses and the sense objects gives rise to fleeting perceptions of happiness and distress. These are non-permanent, and come and go. Bear them patiently, O Arjuna.",1,0,1,0,0,0,0,0,0,0
"For the person whom these do not trouble, O best among men, who is equal in pain and pleasure, steady-minded, he is fit for immortality.",1,0,0,0,0,0,0,0,0,0
"There is no existence of the unreal, nor is there non-existence of the real; the truth about both has been seen by the seers of truth.",0,0,0,1,0,0,0,0,0,0
Know that to be indestructible by which all this is pervaded. None can bring about the destruction of this immutable being.,0,0,0,1,0,1,0,0,0,0
"These bodies are perishable; but the dweller in the body is eternal, indestructible, and immeasurable. Therefore, fight, O Arjuna.",1,0,1,0,0,0,0,0,0,0
"One who thinks the soul kills, and one who thinks it is killed, are both ignorant. The soul kills not, nor is it killed.",0,0,0,1,0,0,1,0,0,0
"This self is never born, nor does it die; it did not come into being, nor will it ever cease to be. It is unborn, eternal, everlasting, and ancient; it is not slain when the body is slain.",0,0,0,1,0,0,0,0,0,0
"He who knows this to be indestructible, eternal, unborn, and inexhaustible, how can that person kill or cause anyone to kill?",0,0,0,1,0,0,1,0,0,0
"As a person discards old garments and wears new ones, likewise, the soul discards old bodies and takes on new ones.",0,0,0,1,0,0,0,0,0,1
"Weapons cannot cut this soul, fire cannot burn it, water cannot wet it, and wind cannot dry it.",0,0,0,1,0,0,0,0,0,0
"This is indestructible, unburnable, and cannot be dried or wetted. It is eternal, all-pervading, unchanging, immovable, and everlasting.",0,0,0,1,0,1,0,0,0,0
"This (self) is imperceptible, unthinkable, and unchanging. Therefore, knowing this, you should not grieve.",0,0,0,1,0,1,0,0,0,0
"Therefore, if you think that this soul is constantly born or constantly dies, even then, O mighty-armed, you should not grieve.",0,0,1,1,0,1,1,0,0,0
"For the born, death is certain, and for the dead, birth is certain. Therefore, you should not grieve over the inevitable.",1,0,0,1,0,1,0,0,0,0
"The beings are unmanifested at their beginning, manifested in their middle, O Arjuna. What need is there lamenting about them in between? (Chapter 2, Verse 28)",0,0,0,1,0,1,1,0,0,0
"Someone sees it as wonderful, someone else speaks of it as wonderful, and someone hears of it as wonderful, yet no one really understands it.",0,0,0,1,0,0,0,0,0,0
"The embodied soul is eternal and indestructible, O Arjuna; therefore, you should not grieve for any creature.",1,0,1,0,0,1,0,0,0,0
"Even considering your own duty, you should not waver. For a warrior, there is nothing more honorable than a war fought for a righteous cause.",1,0,1,0,0,0,0,0,0,0
"By chance, O Partha, they have gained this open gate of heaven. Happy are the Kshatriyas, O Partha, who encounter such a war.",1,0,1,0,0,0,0,0,0,0
"If, however, you do not perform this lawful duty of yours, then you will certainly incur sin by neglecting your duty and lose your reputation.",0,0,0,0,0,0,1,0,0,0
"Even if you do not praise them, all living beings will talk about your dishonor. And for a respected person, dishonor is worse than death.",0,0,0,1,0,1,1,0,0,0
"The great warriors think you will abstain from battle out of fear. What a shame it would be for you, after winning their favor.",0,0,0,0,0,0,0,0,0,0
"Those who are unable to be spoken to will speak many things against you. Criticizing your ability, what could be more painful than that?",0,0,0,0,0,1,1,0,0,0
"You will either attain heaven by being killed in battle or enjoy sovereignty on earth by winning. Therefore, arise, O son of Kunti, with determination for fighting.",1,0,1,0,0,0,0,0,0,0
"Treating happiness and distress, gain and loss, victory and defeat alike, engage in battle. Thus you will not incur sin.",1,0,0,0,0,0,0,0,0,0
"This is called knowledge. Now hear how one can become fixed in this, O Partha, by practicing yoga and engaging in actions with full determination.",1,0,0,0,0,0,0,0,0,0
"There is no loss of effort in this world, nor is there any harm to one's progress. Even a little of this righteous path protects one from great fear.",1,0,1,0,0,0,0,0,0,0
"Intelligence in business is one-pointed, O Arjuna; the intelligence of those who are irresolute is many-branched and endless.",0,0,0,1,0,0,1,0,0,0
"Those who are ignorant speak flowery words, claiming that there is nothing else. Their minds are attached to the rituals of the Vedas, O Partha.",0,0,1,1,0,1,1,0,0,0
"Desiring heaven as the result of actions, they offer birth and karma. Enjoying the special activities, they strive for wealth and power.",1,0,1,0,0,0,0,0,0,0
"For those attached to enjoyment and opulence, whose minds are stolen by this delusion, the resolute determination for self-realization is not established in samadhi.",0,0,0,1,0,1,1,0,0,0
"The Vedas deal with the three gunas, O Arjuna. Transcend these three gunas. Be free from duality, constantly fixed in truth, and self-controlled.",1,0,1,0,0,0,0,0,0,0
"As a frog that lives in a well cannot fathom the vastness of the ocean, a person who is limited in knowledge cannot understand the depth of the Vedas.",0,0,0,1,0,0,1,0,0,1
"You have a right to perform your prescribed duties, but you are not entitled to the fruits of your actions. Never consider yourself to be the cause of the results of your activities, and never be attached to not doing your duty.",0,0,0,0,0,0,1,0,0,0
"Established in yoga, perform actions, having abandoned attachment, O Dhananjaya (Arjuna). Being even-minded in success and failure, it is called yoga.",1,0,0,0,0,0,1,0,0,0
"Perform your duty equipoised, O Arjuna, abandoning all attachment to success or failure. Such equanimity is called Yoga.",1,0,0,0,0,0,1,0,0,0
"Endowed with wisdom, one casts off here both good and evil deeds. Therefore, engage in yoga. Yoga is skill in action.",1,0,0,0,0,0,0,0,0,0
Those who are wise and renounce the fruits of their actions are freed from the cycle of birth and death and reach the state beyond all suffering.,1,0,1,0,0,0,0,0,0,0
"When your intelligence has passed out of the dense forest of delusion, you shall become indifferent to all that has been heard and all that is to be heard.",0,0,0,1,0,1,0,0,0,0
"When your mind is no longer disturbed by the flowery language of the Vedas, and when it remains fixed in the trance of self-realization, then you will have attained the divine consciousness.",1,0,0,0,0,0,0,0,0,0
"Arjuna said: O Krishna, what are the symptoms of one whose consciousness is thus merged in transcendence? How does he speak, and what is his language? How does he sit, and how does he walk?",0,0,0,0,0,0,0,0,0,0
"The Blessed Lord said: When one gives up all desires that arise in the mind, O Arjuna, and is satisfied in the self by the self, then they are said to be a person of steady wisdom.",1,0,1,0,0,0,0,0,0,0
"One whose mind remains undisturbed amidst misery, who is free from longing for pleasure, fear, and anger, is called a sage of steady wisdom.",1,0,1,0,0,0,0,0,0,0
"One whose mind is not attached to anything, who neither rejoices nor grieves when obtaining good or bad, has steady wisdom.",1,0,1,0,0,0,0,0,0,0
"When the tortoise withdraws its limbs on all sides, its wisdom is firmly established in the objects of the senses.",1,0,0,0,0,0,0,0,0,0
