Tweet,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official report,Joking
"The Blessed Lord said: One who performs his duty without attachment to the results is a true renunciant and a yogi, not one who has merely renounced rituals.",0,0,1,0,0,0,1,0,0,0
"They say that what is known as renunciation is the same as yoga, O Pandava. He who has not given up his sankalpa (desires and attachments), cannot be a yogi.",0,0,0,1,0,1,1,0,0,0
"For one who is aspiring to reach the stage of yoga, work is said to be the means. For one who is already established in yoga, serenity is said to be the means.",1,0,0,0,0,0,0,0,0,0
"When one is not attached to the fruits of one's actions, but all desires are extinguished within the mind, then one is said to have attained to the state of yoga.",1,0,0,0,0,0,0,0,0,0
"Lift yourself by yourself, do not let yourself down. For the self is the friend of oneself, and the self is the enemy of oneself.",1,0,0,0,0,0,1,0,0,0
"A man's own self is his friend, a man's own self is his foe.",0,0,0,1,0,1,1,0,0,0
"For one whose self is conquered, whose mind is serene, and who is absorbed in the Supreme Self, there is happiness and distress, heat and cold, honor and dishonor.",0,0,0,0,0,1,0,0,0,0
"The yogi is said to be united when he is satisfied with knowledge and wisdom, has conquered the senses, and remains steadfast.",1,0,0,0,0,0,0,0,0,0
"A person with an equal mind towards friends, companions, enemies, neutrals, the hateful, relatives, the righteous, and the unrighteous, excels.",1,0,0,0,0,0,1,0,0,0
"The yogi should constantly try to keep the mind absorbed in the Self, remaining alone, with mind and body controlled, free from expectation and possessiveness.",1,0,0,0,0,0,0,0,0,0
"Establishing oneself in a clean place, with a firm seat, not too high nor too low, covered with sacred grass, a deerskin, and a cloth.",1,0,0,0,0,0,0,0,0,0
"Having made the mind one-pointed, with the activities of the senses and the mind controlled, one should sit on the seat to practice yoga for the purification of the self.",1,0,0,0,0,0,0,0,0,0
"Keeping the body, head, and neck straight and still, gazing at the tip of the nose without looking in any other direction.",1,0,0,0,0,0,0,0,0,0
"With a calm mind, free from fear, established in the vow of celibacy, having controlled the mind and fixed it on Me, he should sit with Me as his supreme goal.",1,0,0,0,0,0,0,0,0,0
"Thus, always disciplining oneself, the yogi with subdued mind attains the supreme peace of nirvana, abiding in Me.",1,0,1,0,0,0,0,0,0,0
"There is no yoga for one who eats too much, nor for one who abstains from eating too much; there is no yoga for one who sleeps too much, nor for one who stays awake too much, O Arjuna.",0,0,0,0,0,0,1,0,0,0
"Regulated diet and recreation, regulated effort in actions, and regulated sleep and wakefulness lead to the destruction of all suffering.",1,0,0,0,0,0,0,0,0,0
"When the restrained mind dwells only in the self, free from desire for all objects, then one is said to be in yoga.",1,0,0,0,0,0,0,0,0,0
"As a lamp in a windless place does not waver, so is the properly restrained mind of the yogi who practices union with the self.",1,0,0,0,0,0,0,0,0,0
"When the mind ceases from its restless wanderings, and is subdued by the practice of yoga, the seer beholds the self within, and finds contentment in the self.",1,0,0,0,0,0,0,0,0,0
"That which is perceived by the intellect as the supreme bliss, beyond the reach of the senses, wherein this person does not waver, is established in that truth.",1,0,0,0,0,0,0,0,0,0
"Having obtained which, no other gain is thought to be greater than that; in whom established, even by great pain is not disturbed by a teacher.",1,0,0,0,0,0,0,0,0,0
Know that to be Yoga which delivers from contact with pain.,1,0,0,0,0,0,0,0,0,1
"With determination, discipline the mind to be free from attachment; giving up all desires born of the will, completely restraining the senses through the mind alone.",1,0,0,0,0,0,0,0,0,0
"Gradually, with the intellect restrained by steadfastness, having established the mind in the self, one should not think of anything at all.",1,0,0,1,0,0,0,0,0,0
"""Wherever and whenever the unsteady and restless mind wanders, from there it should be brought back under the control of the self alone.""",1,0,0,0,0,0,0,0,0,0
"A yogi with a tranquil mind attains supreme happiness, becoming free from impurities and realizing the pure essence of Brahman.",1,0,1,0,0,0,0,0,0,0
"Thus, constantly engaging in the self, the yogi, free from sin, attains supreme happiness through contact with Brahman.",1,0,1,0,0,0,0,0,0,0
"A person in the divine consciousness, although engaged in seeing, hearing, touching, smelling, eating, moving about, sleeping and breathing, always knows within himself that he actually does nothing at all.",1,0,1,0,0,0,0,0,0,0
"He who sees Me everywhere and sees everything in Me, I am never lost to him, nor is he ever lost to Me.",1,0,0,0,0,1,0,0,0,0
"He who serves Me alone, situated in the essence of all beings, that yogi, who is steadfast in oneness, is found in Me, whatever his mode of conduct may be.",1,0,1,0,0,0,0,0,0,0
"By the equanimity of comparing oneself to others, one sees the same in all beings, O Arjuna. The yogi who is the supreme, in my opinion, is he who experiences happiness or sorrow alike.",0,0,0,1,0,0,0,0,0,0
"Arjuna said: O Madhusudana, this yoga of equanimity which You have explained seems impractical and unsteady to me because of the restlessness of the mind.",0,0,0,1,1,0,1,0,0,0
"The mind is restless, turbulent, strong and unyielding, O Krishna. I consider it as difficult to control as the wind.",0,0,0,1,0,1,1,0,0,0
"The Blessed Lord said: Undoubtedly, O mighty-armed Arjuna, the mind is difficult to control and restless, but it can be subdued by constant practice and by detachment.",0,0,1,0,0,0,0,0,0,0
Yoga is difficult to attain for one of undisciplined mind. But it is possible for one who is disciplined and strives earnestly.,1,0,0,0,0,0,0,0,0,0
"Arjuna said: O Krishna, what is the destination of one who has faith but is unable to control the mind and falls from the path of yoga, having not attained perfection in yoga?",0,0,0,1,0,0,1,0,0,0
"O mighty-armed one, one who is deluded falls away from both paths, like a broken cloud, without any support, perishes.",0,0,0,1,0,1,0,0,0,0
"O Krishna, you should dispel this doubt of mine completely. No one other than you can dispel this doubt.",1,0,0,0,0,0,1,0,0,0
"The Supreme Personality of Godhead said: Son of Pritha, there is no destruction for him, either in this world or the next. Never does a person who does good, my child, ever come to grief.",0,0,1,0,0,1,0,0,0,0
