Tweet,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official report,Joking
"Arjuna said: What is Brahman? What is the self? What are actions, O Purushottama? What is the manifested, and what is the unmanifest?",0,0,0,1,0,0,1,0,0,0
"How can I know You, O Madhusudana, at the time of death? And how can I meditate on You, O Lord, in meditation?",0,0,1,1,0,0,0,0,0,0
"The Supreme Personality of Godhead said: The indestructible, transcendental living entity is called Brahman, and his eternal nature is called the self. Action pertaining to the development of these material bodies is called karma, or fruitive activities.",0,0,1,0,0,0,0,0,0,0
"The perishable nature is the adhibhuta, the soul is the adhidaiva, and I am the adhiyajna in this body of embodied beings.",0,0,0,1,0,1,1,0,0,0
"And whoever, at the end of his life, quits his body, remembering Me alone, at once attains My nature. Of this there is no doubt.",1,0,0,0,0,0,0,0,0,0
"Whatever state of being one remembers when he quits his body, that state he will attain without fail.",1,0,0,1,0,0,0,0,0,0
"Therefore, at all times remember Me and fight. With mind and intellect absorbed in Me, you will come to Me without doubt.",1,0,0,0,0,0,0,0,0,0
"With the mind engaged in the practice of yoga, not wavering, one reaches the divine supreme Person, O Arjuna, contemplating on Him.",1,0,1,0,0,0,0,0,0,0
"One should meditate on the ancient poet, who is the ruler of the mind, and who is most pleasing to the mind. He is the creator of all and has an inconceivable form. He is of the color of the sun and is beyond the darkness.",1,0,0,0,0,0,0,0,0,0
"At the time of death, the yogi who is engaged in devotion with a steady mind and the power of yoga, and who enters the life breath between the eyebrows, attains the divine supreme person.",0,0,1,0,0,0,0,0,0,0
"What the knowers of the Vedas call imperishable, that is what the ascetics, free from desire, enter. Those desiring Brahman live a life of celibacy. I will explain to you briefly their path.",0,0,0,1,0,1,1,0,0,0
"Restraining all the gates, the mind seated in the heart, the yogi of controlled mind, the prana in the head, established in yoga, steadfast.",1,0,1,0,0,0,0,0,0,0
"One who departs by leaving the body while remembering Me alone as the syllable Om, he attains the supreme goal.",1,0,0,0,0,0,0,0,0,0
"For one who always remembers Me without deviation, I am easy to obtain, O son of Pritha, because of his constant engagement in devotional service.",1,1,0,0,0,0,0,0,0,0
"Having reached Me, the great souls are not subject to rebirth, which is transient and full of suffering. They have attained the highest perfection.",1,0,1,0,0,0,0,0,0,0
"From the world of Brahman down to the world of earth, all are subject to rebirth, O Arjuna. But on reaching Me, O son of Kunti, there is no rebirth.",0,0,1,1,0,1,0,0,0,0
For a thousand ages of the gods is one day; and one night also is a thousand ages.,0,0,0,1,0,1,0,0,0,0
"From the unmanifested, all the manifested beings arise at the advent of the day; at the advent of the night, they merge into the unmanifested alone.",0,0,0,1,0,1,0,0,0,0
"This very same multitude of beings, having come into existence again and again, is dissolved at nightfall, O Partha, and comes into being again at daybreak.",0,0,0,1,0,0,0,0,0,0
Beyond this manifested world is another unmanifested eternal realm. That realm does not perish when all beings perish.,1,0,0,1,0,0,0,0,0,0
"The imperishable is said to be unmanifest; that is called the ultimate goal. That is My highest abode, attaining which they do not return.",0,0,0,1,0,1,0,0,0,0
"That Supreme Personality of Godhead, Partha, can be attained by unalloyed devotion. Although He is present within everything, He is situated beyond everything.",0,0,1,0,0,0,0,0,0,0
"""O best of the Bharatas, I shall now explain to you the time at which the yogi who has failed attains to the state of non-return and that at which he attains to return.""",0,0,0,0,0,0,1,0,0,0
"The fire, the light, the day, the fortnight, the bright fortnight, the six months, the northern course - those who depart by this path attain the light; they do not return to this world; that is the way to the highest goal.",1,0,0,1,0,0,0,0,0,0
"Smoke, night, and the dark fortnight are the time for the southern solstice. When the yogi attains the moonlight, he is released.",0,0,0,1,0,0,0,0,0,1
"The paths of light and darkness are considered eternal in the world. By one, a person goes never to return; by the other, they come back again.",0,0,0,1,0,0,0,0,0,0
"O Partha, the yogi who knows this does not get deluded. Therefore, be engaged in yoga at all times, Arjuna.",1,0,1,0,0,0,0,0,0,0
"Knowing this, the yogi surpasses all the results of the Vedic rituals, sacrifices, austerities, and charitable acts, and reaches the supreme, primeval abode.",1,0,1,0,0,0,0,0,0,0
