Tweet,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official report,Joking
"Arjuna said: O Krishna, what is the position of those who disregard the injunctions of the scriptures but worship with faith? Is it goodness, passion, or ignorance?",0,0,0,0,0,0,1,0,0,0
"The Supreme Personality of Godhead said: According to the modes of nature acquired by the embodied soul, one's faith can be of three kinds—goodness, passion, or ignorance. Now hear about these.",0,0,0,1,0,0,0,0,0,0
"According to one's nature, one's faith is developed, O Arjuna. The human being is made up of faith; whatever one's faith is, one is that.",1,0,1,0,0,0,0,0,0,0
The virtuous worship the gods; the passionate worship the demons and spirits; the ignorant worship the ghosts and the dead.,0,0,0,1,0,1,1,0,0,0
"People who perform severe austerities not enjoined by the scriptures, and who are full of hypocrisy, pride, and arrogance, and are possessed by lust and attachment.",0,0,0,1,0,1,1,0,0,0
"Those who torment the embodied living beings, are tormented by me. Know this for certain.",0,0,0,1,0,1,1,0,0,0
"Even food is of three kinds, so are sacrifice, penance, and charity. Hear thou the distinction of these.",1,0,1,0,0,0,0,0,0,0
"Foods that increase life, purify one's existence, give strength, health, happiness, and satisfaction, which are juicy, fatty, wholesome, and pleasing to the heart, are dear to those in the mode of goodness.",1,0,0,0,0,0,0,0,0,0
"Foods that are too bitter, too sour, salty, hot, pungent, dry, and burning are dear to those in the mode of passion and cause distress, misery, and disease.",1,0,0,0,0,0,0,0,0,0
"Food that is stale, tasteless, putrid, rotten and impure is dear to those in the mode of ignorance.",0,0,0,1,0,1,1,0,0,0
"The sacrifice that is offered by those who desire no reward, in accordance with the scriptural injunctions, with a mind fixed on the idea that it is a duty to perform, is of the quality of goodness.",1,0,1,0,0,0,0,0,0,0
"Establishing a sacrifice for ostentation, know that to be Rajasic, O best of the Bharatas.",1,0,1,0,0,0,0,0,0,0
"Sacrifice devoid of scriptural injunctions, devoid of offering, devoid of faith, and devoid of food offerings, is declared to be in the mode of ignorance.",0,0,0,1,0,0,1,0,0,0
"Worship of gods, twice-born, teachers, and wise persons, cleanliness, straightforwardness, celibacy, and non-violence are said to be the austerities of the body.",1,0,1,0,0,0,0,0,0,0
"A speech that is not agitating, truthful, pleasant, and beneficial, as well as the habitual study of scriptures, is called verbal austerity.",0,0,0,1,0,1,1,0,0,0
"Tranquility of mind, gentleness, silence, self-restraint, and purity of thought are called the austerity of the mind.",1,0,0,0,0,0,0,0,0,0
Men perform three kinds of austerities with the highest faith. Those who seek no reward for their actions are said to be of sattvic temperament.,0,0,1,0,0,0,1,0,0,0
"Respect, honor, and worship are performed here for the sake of show and ostentation; this is declared to be Rajasic, unstable, and impermanent.",0,0,0,0,0,0,1,0,0,0
"When penance is performed with foolish obstinacy, or to harm others, it is declared to be tamasic.",0,0,1,0,0,0,1,0,0,0
"The giving which is done as a duty, in a fit place, to a worthy person, at a proper time, is regarded as Sattvic charity.",1,0,1,0,0,0,0,0,0,0
"But that gift which is given to one who expects something in return, or with a grudge, is said to be Rajasic.",0,0,0,0,0,1,0,0,0,1
"When charity is given at the wrong time and place, to unworthy recipients, it is declared to be of the nature of darkness.",0,0,1,0,0,0,1,0,0,0
"Om, Tat, Sat - these three words indicate the Supreme. They have been used in the past for the Brahman, the Vedas, and the sacrifices.",0,0,0,0,0,0,1,0,0,0
"Therefore, constantly performing the prescribed duties of sacrifice, charity, and austerity, as mentioned in the scriptures, the followers of the Vedas begin their actions by uttering ""Om"".",1,0,1,0,0,0,0,0,0,0
"Having fixed their minds on that, the fruits of sacrifices and austerities, as also various acts of charity, are performed by those desiring liberation.",1,0,1,0,0,0,0,0,0,0
"In goodness and in virtue, O Arjuna, this word ""sat"" is used. In a laudable action also, the word ""sat"" is used.",1,0,1,0,0,0,1,0,0,0
"In sacrifice, penance, and charity, the word 'Sattva' is used; and also, the word 'Sattva' is used in reference to action.",0,0,0,0,0,0,1,0,0,0
"Offered with faith, food sanctified by austerity gives eternal benefit. Disregarded as impure by those who lack faith, such food does not purify either in this world or the next.",0,0,0,1,0,0,0,0,0,0
