Tweet,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official report,Joking
"Dhritarashtra said: O Sanjaya, assembled in the holy land of Kurukshetra and desiring to fight, what did my sons and the sons of Pandu do?",0,0,0,1,0,1,1,0,0,0
"Sanjaya said: Beholding the Pandava army arrayed in battle formation, King Duryodhana then approached his teacher and spoke these words.",0,0,0,0,0,0,1,1,0,0
"Behold, O teacher, this mighty army of the sons of Pandu, arrayed by the son of Drupada, your wise disciple.",1,0,1,0,0,0,0,0,0,0
"Here are the brave warriors like Bhima and Arjuna fighting fiercely in battle. Yuyudhana, Virata, and Drupada are also mighty warriors.",1,1,0,0,0,0,0,0,0,0
"Dhrishtaketu, Chekitana, Kashiraja, Purujit, Kuntibhoja, Shaibya are all valiant warriors.",1,1,0,0,0,0,0,0,0,0
"Yudhamanyu, Vikranta, Uttamauja, the valiant; Saubhadra, the son of Draupadi; all of them are mighty warriors.",1,1,0,0,0,0,0,0,0,0
"O best of the Brahmanas, know those who are our leaders in the army. I shall now tell you of them for your information.",1,0,0,0,0,0,0,0,0,0
"You are Bhishma, Karna, Krpa, victorious in battle; Ashwatthama, Vikarna, and also Saumadatti.",0,0,0,1,0,0,1,0,0,0
"Others too, many of them, valiant warriors, sacrificing their lives for my sake, armed with various weapons, all skilled in battle.",1,1,0,0,0,0,0,0,0,0
"Our strength, protected by Bhishma, is inadequate. But their strength, protected by Bhima, is adequate.",1,0,1,0,0,0,0,0,0,0
May all of you be stationed according to your respective positions on all sides of Bhishma only.,1,0,1,0,0,0,0,0,0,0
"His grandfather Kuru, filled with joy and pride, roared like a lion and blew his conch loudly, displaying his prowess.",0,0,0,0,0,0,0,0,0,1
"Then, conches, drums, and horns, blaring forth simultaneously, were sounded; and the noise was tumultuous.",0,0,0,0,0,0,0,0,0,1
"Then, in the great conchshell, white horses yoked, Krishna and Arjuna stationed, blew their divine conches.",0,0,0,0,0,0,0,0,0,1
"The conch named Panchajanya, the bow called Hrishikesha, the sword named Devadatta, and the mace called Dhananjaya.",0,0,0,0,0,0,0,0,0,1
"The king Yudhishthira, the son of Kunti, along with Nakula and Sahadeva, possessed the inexhaustible wealth of jewels and flowers.",0,0,0,0,0,0,0,0,0,1
"Kashya, the Supreme among the Vasus, Shikhandi, the great charioteer, Dhristadyumna, Virata, and the unconquered Satyaki.",0,0,0,1,0,0,1,0,0,0
"Draupadi, the daughter of Drupada, and all the sons of Prithivi, and the mighty-armed son of Subhadra, all blew their respective conch shells.",0,0,0,0,0,0,1,0,0,1
"That sound shattered the hearts of the Dhartarashtras, and also the sky and the earth, resounding tumultuously.",0,0,0,0,0,0,0,0,0,0
"Then, seeing the Kauravas arrayed in battle order, Arjuna, the son of Pandu, raising his bow, spoke these words to Krishna, O King.",0,0,0,0,0,0,1,1,0,0
"Arjuna said: O infallible one, please place my chariot between the two armies so that I may see those who stand here, desiring to fight.",0,0,0,1,0,0,1,0,0,1
With what effort should one engage in this battle?,0,0,0,1,0,0,0,0,0,0
"I see those who have assembled here, desiring to fight in the battle, out of love for the evil-minded son of Dhritarashtra.",0,0,0,1,0,1,1,0,0,0
"Sanjaya said: O Bharata, having thus been addressed by Gudakesha, Hrishikesha placed the excellent chariot in the midst of the two armies.",0,0,0,0,0,0,1,0,0,0
"Bhishma and Drona, along with all the other warriors, said: ""O Partha, behold these assembled Kurus.""",0,0,0,0,0,0,0,0,0,1
"There Arjuna could see, stationed in both armies, fathers and grandfathers, teachers, maternal uncles, brothers, sons, grandsons, friends, and also fathers-in-law and friends in both armies.",0,0,0,0,0,1,0,0,0,0
