Tweet,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official report,Joking
"The Blessed Lord said: Again, O mighty-armed Arjuna, listen to My supreme word, which I shall speak to you for your benefit and which will give you great joy.",1,0,0,0,0,0,0,0,0,0
"The gods and great sages do not know my origin, for I am the source of the gods and sages in all respects.",1,0,1,0,0,0,0,0,0,0
"He who knows Me as the unborn, as the supreme Lord of all worlds, he, undeluded among mortals, is freed from all sins.",1,0,1,0,0,0,0,0,0,0
"Intelligence, knowledge, non-delusion, forgiveness, truth, control over the senses, control over the mind, pleasure, pain, birth, death, fear, and fearlessness.",1,0,0,0,0,0,0,0,0,0
"Non-violence, equality, contentment, penance, charity, fame and infamy - these various qualities exist in beings by nature.",1,0,0,0,0,0,0,0,0,0
"The seven great sages and four ancient Manus, who are born out of my mind, are the progenitors of this world.",0,0,0,1,0,0,0,0,0,0
He who knows in truth this glory and power of Mine engages in unswerving devotion; there is no doubt about it.,1,0,1,0,0,0,0,0,0,0
"I am the source of all; from Me everything evolves. Knowing this, the wise with deep devotion adore Me.",1,0,0,0,0,0,0,0,0,0
"With their minds fixed on Me, their life surrendered to Me, enlightening one another and always speaking of Me, they are contented and delighted.",1,0,0,0,0,0,0,0,0,0
"To those who are constantly devoted and who worship Me with love, I give the understanding by which they can come to Me.",1,0,1,0,0,0,0,0,0,0
"For their welfare, Arjuna, I, dwelling in their hearts, dispel the darkness born of ignorance with the luminous lamp of knowledge.",1,0,1,0,0,0,0,0,0,0
"Arjuna said: You are the Supreme Brahman, the ultimate abode, the purest, the Absolute Truth. You are the eternal, divine, original person, the unborn, the greatest.",1,0,0,0,0,0,0,0,0,0
"Sages, gods, divine sages, Narada, Asita, Devala, Vyasa, and you yourself have declared this to me.",1,0,0,0,0,0,0,0,0,0
"I believe all that You have said, O Krishna; neither the gods nor the demons comprehend Your manifestation.",0,0,1,1,0,0,0,0,0,0
"You alone know yourself, O Supreme Person, O Creator of all beings, O God of gods, O Lord of the universe.",1,0,1,0,0,0,0,0,0,0
"You should speak of these divine manifestations in their entirety. By these manifestations, pervading the worlds, you abide.",1,0,1,0,0,0,0,0,0,0
